0.890791244701965,0.895428194699103,0.915833142016764,0.915914438406256
18.0576943494658,12.0633513422251,30.98927105044,30.9299762146716
0.047193372589655,0.0513761664133497,0.0402539211195289,0.0402857408366312
0,0,0,0
0,0,0,0
0,0,0,0
-4.13161164500097e-06,-4.13161164500097e-06,-4.14115937923422e-06,-4.14115937923422e-06
-8.19616146438085e-06,-4.1432929926946e-06,-8.23040779490114e-06,-4.1458301842547e-06
-2.42983026286452e-05,-2.38345696133898e-05,-2.4480754852297e-05,-2.39088434119243e-05
-0.000105401356672515,-9.31532320341103e-05,1.88780398991739e-05,1.12496969224278e-05
-0.0003926302456685,-0.000431381471932682,-5.33622376871022e-05,-6.40045394254201e-05
-0.000978953207286855,-0.000873606473229109,-0.000144587543200159,-0.000138883815056088
-0.00172557010639911,-0.00125209573280806,-0.000334467909189436,-2.36905560337462e-05
-0.00504726367070254,-0.00491118636540005,-0.00137466854115152,-0.00370621078037731
-0.0174951771556762,-0.0149426113295072,-0.00666935322309205,0.0142165143953726
-0.0312367814032285,-0.0358221409688548,-0.110892846182523,-0.16302814856979
-0.0129383975677056,-0.0048867156816245,-0.0665474354296067,-0.0331498891535616
